DiscTag,sex,length
3D61534BAF905,F,210
3D61534BAF906,F,96
3D61534BAF908,F,155
3D61534BAF909,F,95
3D61534BAF90A,F,116
3D61534BAF90B,F,171.5
3D61534BAF90C,F,170
3D61534BAF90D,F,146
3D61534BAF90E,F,110
3D61534BAF90F,F,191
3D61534BAF910,F,96
3D61534BAF911,F,176
3D61534BAF912,F,83
3D61534BAF913,F,113
3D61534BAF914,F,150
3D61534BAF915,F,83.5
3D61534BAF916,F,80
3D61534BAF917,F,90
3D61534BAF918,F,99
3D61534BAF919,F,152
3D61534BAF91A,F,94.5
3D61534BAF91B,F,164
3D61534BAF91C,F,93
3D61534BAF91D,F,103
3D61534BAF91E,F,177
3D61534BAF91F,F,102
3D61534BAF920,F,58
3D61534BAF921,F,109
3D61534BAF922,F,83
3D61534BAF923,F,200
3D61534BAF924,F,151
3D61534BAF925,F,92
3D61534BAF926,F,93.5
3D61534BAF927,F,149.5
3D61534BAF928,F,101
3D61534BAF929,F,121
3D61534BAF92A,F,100
3D61534BAF92B,F,102.5
3D61534BAF92C,F,94
3D61534BAF92D,F,116
3D61534BAF92E,F,102
3D61534BAF92F,F,114.5
3D61534BAF930,F,99.5
3D61534BAF931,F,99
3D61534BAF932,F,155
3D61534BAF933,F,166
3D61534BAF934,F,117
3D61534BAF935,F,81
3D61534BAF936,F,155
3D61534BAF937,F,126.5
3D61534BAF938,F,167
3D61534BAF939,F,155
3D61534BAF93B,F,173
3D61534BAF93C,F,78
3D61534BAF93D,F,111
3D61534BAF93E,F,82
3D61534BAF93F,F,101.5
3D61534BAF940,F,92
3D61534BAF941,F,95.5
3D61534BAF942,F,122
3D61534BAF943,F,109
3D61534BAF944,F,127
3D61534BAF945,F,82
3D61534BAF946,F,105
3D61534BAF947,F,106.5
3D61534BAF948,F,107
3D61534BAF949,F,87.5
3D61534BAF94A,F,59
3D61534BAF94D,F,129
3D61534BAF94E,F,120
3D61534BAF94F,F,90
3D61534BAF950,F,57.5
3D61534BAF951,F,58
3D61534BAF952,F,136.5
3D61534BAF953,F,62
3D61534BAF954,F,98
3D61534BAF955,F,114
3D61534BAF956,F,60
3D61534BAF957,F,97
3D61534BAF958,F,111
3D61534BAF959,F,123.5
3D61534BAF95A,F,72
3D61534BAF95B,F,162
3D61534BAF95C,F,87
3D61534BAF95D,F,123
3D61534BAF960,F,149
3D61534BAF961,F,96
3D61534BAF962,F,97
3D61534BAF963,F,93
3D61534BAF964,F,101
3D61534BAF965,F,97.5
3D61534BAF966,F,56.5
3D61534BAF967,F,134
3D61534BAF968,F,108
3D61534BAF969,F,154
3D61534BAF96A,F,98
3D61534BAF96B,F,108
3D61534BAF96C,F,119
3D61534BAF96D,F,158
3D61534BAF96E,F,139
3D61534BAF96F,F,101
3D61534BAF970,F,92.5
3D61534BAF971,F,154
3D61534BAF973,F,98
3D61534BAF974,F,97.5
3D61534BAF975,F,157
3D61534BAF976,F,100
3D61534BAF977,F,95
3D61534BAF978,F,152
3D61534BAF979,F,137
3D61534BAF97A,F,94
3D61534BAF97B,F,102
3D61534BAF97C,F,150
3D61534BAF97D,F,166.5
3D61534BAF97E,F,60
3D61534BAF97F,F,193
3D61534BAF980,F,89
3D61534BAF981,F,136.5
3D61534BAF982,F,99
3D61534BAF983,F,109
3D61534BAF984,F,101
3D61534BAF986,F,60.5
3D61534BAF987,F,111
3D61534BAF988,F,88
3D61534BAF989,F,153.5
3D61534BAF98A,F,101
3D61534BAF98B,F,92
3D61534BAF98C,F,106.5
3D61534BAF98D,F,85
3D61534BAF98E,F,94
3D61534BAF990,F,132
3D61534BAF992,F,57
3D61534BAF994,F,100.5
3D61534BAF995,F,57.5
3D61534BAF996,F,163
3D61534BAF998,F,123.5
3D61534BAF999,F,95
3D61534BAF99A,F,86
3D61534BAF99B,F,79
3D61534BAF99C,F,113
3D61534BAF99D,F,105
3D61534BAF99E,F,147
3D61534BAF99F,F,175
3D61534BAF9A0,F,81
3D61534BAF9A1,F,59
3D61534BAF9A2,F,97
3D61534BAF9A3,F,187
3D61534BAF9A4,F,204
3D61534BAF9A5,F,132
3D61534BAF9A6,F,125
3D61534BAF9A7,F,136.5
3D61534BAF9A8,F,136.5
3D61534BAF9A9,F,139
3D61534BAF9AA,F,57.5
3D61534BAF9AB,F,104
3D61534BAF9AC,F,146
3D61534BAF9AD,F,158
3D61534BAF9AE,F,120.5
3D61534BAF9AF,F,93
3D61534BAF9B0,F,101.5
3D61534BAF9B1,F,55
3D61534BAF9B2,F,67.5
3D61534BAF9B3,F,111
3D61534BAF9B4,F,81
3D61534BAF9B5,F,81
3D61534BAF9B6,F,101
3D61534BAF9B7,F,92.5
3D61534BAF9B8,F,103
3D61534BAF9B9,F,83
3D61534BAF9BA,F,139
3D61534BAF9BB,F,104
3D61534BAF9BC,F,120
3D61534BAF9BD,F,148
3D61534BAF9BE,F,144
3D61534BAF9BF,F,98
3D61534BAF9C0,F,119.5
3D61534BAF9C1,F,133
3D61534BAF9C2,F,102.5
3D61534BAF9C3,F,127
3D61534BAF9C4,F,90
3D61534BAF9C5,F,98
3D61534BAF9C6,F,86
3D61534BAF9C7,F,84.5
3D61534BAF9C8,F,145.5
3D61534BAF9C9,F,142
3D61534BAF9CA,F,124
3D61534BAF9CB,F,82.5
3D61534BAF9CC,F,135
3D61534BAF9CD,F,92
3D61534BAF9CE,F,103
3D61534BAF9CF,F,143
3D61534BAF9D0,F,94
3D61534BAF9D1,F,99.5
3D61534BAF9D2,F,85.5
3D61534BAF9D3,F,144
3D61534BAF9D4,F,145
3D61534BAF9D5,F,97
3D61534BAF9D6,F,82.5
3D61534BAF9D7,F,84.5
3D61534BAF9D8,F,53.5
3D61534BAF9D9,F,139.5
3D61534BAF9DA,F,111
3D61534BAF9DB,F,91.5
3D61534BAF9DC,F,97.5
3D61534BAF9DD,F,141
3D61534BAF9DE,F,109.5
3D61534BAF9DF,F,94.5
3D61534BAF9E0,F,140
3D61534BAF9E1,F,83
3D61534BAF9E2,F,138
3D61534BAF9E3,F,139
3D61534BAF9E4,F,127.5
3D61534BAF9E5,F,122
3D61534BAF9E6,F,98
3D61534BAF9E7,F,91.5
3D61534BAF9E8,F,109.5
3D61534BAF9E9,F,100
3D61534BAF9EA,F,148.5
3D61534BAF9EB,F,143
3D61534BAF9EC,F,108
3D61534BAF9ED,F,74.5
3D61534BAF9EE,F,105
3D61534BAF9EF,F,105
3D61534BAF9F0,F,147.5
3D61534BAF9F1,F,77.5
3D61534BAF9F2,F,122
3D61534BAF9F3,F,108
3D61534BAF9F4,F,118.5
3D61534BAF9F5,F,144
3D61534BAF9F6,F,147
3D61534BAF9F7,F,139
3D61534BAF9F8,F,142
3D61534BAF9F9,F,111
3D61534BAF9FA,F,127
3D61534BAF9FB,F,140.5
3D61534BAF9FC,F,95.5
3D61534BAF9FD,F,135.5
3D61534BAF9FE,F,116.5
3D61534BAF9FF,F,105
3D61534BAFA00,F,99
3D61534BAFA01,F,83
3D61534BAFA02,F,104
3D61534BAFA03,F,156
3D61534BAFA04,F,140.5
3D61534BAFA05,F,91
3D61534BAFA06,F,140
3D61534BAFA07,F,146
3D61534C51890,F,157
3D61534C51891,F,91
3D61534C51892,F,110
3D61534C51893,F,89.5
3D61534C51894,F,96
3D61534C51895,F,111
3D61534C51896,F,115
3D61534C51897,F,106
3D61534C51898,F,150
3D61534C51899,F,171
3D61534C5189A,F,108
3D61534C5189B,F,113
3D61534C5189C,F,49
3D61534C5189D,F,166
3D61534C5189E,F,156
3D61534C5189F,F,112
3D61534C518A0,F,92
3D61534C518A1,F,117
3D61534C518A2,F,114
3D61534C518A3,F,102
3D61534C518A4,F,96
3D61534C518A5,F,96
3D61534C518A6,F,109
3D61534C518A7,F,78
3D61534C518A8,F,160
3D61534C518A9,F,100
3D61534C518AA,F,110.5
3D61534C518AB,F,79
3D61534C518AC,F,179
3D61534C518AD,F,87
3D61534C518AE,F,103
3D61534C518AF,F,87
3D61534C518B0,F,94
3D61534C518B1,F,102
3D61534C518B2,F,134
3D61534C518B3,F,141
3D61534C518B4,F,145
3D61534C518B5,F,51.5
3D61534C518B6,F,133
3D61534C518B7,F,61
3D61534C518B8,F,139.5
3D61534C518B9,F,138
3D61534C518BA,F,168
3D61534C518BB,F,153
3D61534C518BC,F,90
3D61534C518BD,F,97
3D61534C518BE,F,105
3D61534C518BF,F,100
3D61534C518C0,F,125
3D61534C518C1,F,86
3D61534C518C2,F,108
3D61534C518C3,F,55
3D61534C518C4,F,107
3D61534C518C5,F,126
3D61534C518C6,F,94
3D61534C518C7,F,103
3D61534C518C8,F,86
3D61534C518C9,F,86
3D61534C518CA,F,108
3D61534C518CB,F,82
3D61534C518CC,F,106.5
3D61534C518CD,F,99
3D61534C518CE,F,92
3D61534C518CF,F,58
3D61534C518D0,F,150
3D61534C518D1,F,131
3D61534C518D2,F,132
3D61534C518D3,F,83
3D61534C518D4,F,53
3D61534C518D5,F,129
3D61534C518D6,F,90
3D61534C518D7,F,93
3D61534C518D8,F,148
3D61534C518D9,F,138
3D61534C518DB,F,129
3D61534C518DC,F,93
3D61534C518DD,F,90
3D61534C518DE,F,109
3D61534C518DF,F,102
3D61534C518E0,F,115
3D61534C518E1,F,127
3D61534C518E2,F,100
3D61534C518E3,F,108
3D61534C518E4,F,176
3D61534C518E5,F,108.5
3D61534C518E6,F,57
3D61534C518E7,F,94.5
3D61534C518E8,F,106
3D61534C518E9,F,134
3D61534C518EA,F,154
3D61534C518EB,F,134
3D61534C518EC,F,102
3D61534C518ED,F,138
3D61534C518EE,F,185
3D61534C51A7F,F,92
3D61534C51A80,F,113
3D61534C51A81,F,61
3D61534C51A82,F,101
3D61534C51A83,F,163
3D61534C51A85,F,131
3D61534C51A86,F,109.5
3D61534C51A87,F,210
3D61534C51A88,F,125
3D61534C51A89,F,153
3D61534C51A8A,F,80
3D61534C51A8B,F,95
3D61534C51A8D,F,175
3D61534C51A8E,F,77
3D61534C51A8F,F,100
3D61534C51A90,F,143
3D61534C51A91,F,77.5
3D61534C51A92,F,51
3D61534C51A93,F,160
3D61534C51A94,F,80
3D61534C51A95,F,58
3D61534C51A96,F,152
3D61534C51A97,F,93
3D61534C51A98,F,120
3D61534C51A99,F,134.5
3D61534C51A9A,F,85.5
3D61534C51A9B,F,105.5
3D61534C51A9C,F,56
3D61534C51A9D,F,106.5
3D61534C51A9E,F,119
3D61534C51A9F,F,120.5
3D61534C51AA0,F,167
3D61534C51AA1,F,143
3D61534C51AA2,F,99
3D61534C51AA3,F,157
3D61534C51AA4,F,118
3D61534C51AA5,F,89.5
3D61534C51AA6,F,147
3D61534C51AA7,F,96
3D61534C51AA8,F,55.5
3D61534C51AA9,F,160
3D61534C51AAA,F,113
3D61534C51AAB,F,95.5
3D61534C51AAC,F,76
3D61534C51AAD,F,106.5
3D61534C51AAE,F,137
3D61534C51AAF,F,86
3D61534C51AB0,F,117
3D61534C51AB1,F,103.5
3D61534C51AB2,F,93.5
3D61534C51AB3,F,107
3D61534C51AB4,F,152
3D61534C51AB5,F,117
3D61534C51AB6,F,103
3D61534C51AB7,F,92.5
3D61534C51AB8,F,78
3D61534C51AB9,F,137
3D61534C51ABA,F,181.5
3D61534C51ABB,F,99.5
3D61534C51ABC,F,88
3D61534C51ABD,F,154.5
3D61534C51ABE,F,99
3D61534C51ABF,F,106
3D61534C51AC1,F,109.5
3D61534C51AC2,F,93
3D61534C51AC3,F,141.5
3D61534C51AC4,F,93
3D61534C51AC5,F,58
3D61534C51AC6,F,118
3D61534C51AC8,F,85
3D61534C51AC9,F,101
3D61534C51ACA,F,94.5
3D61534C51ACB,F,98
3D61534C51ACC,F,139
3D61534C51ACD,F,114.5
3D61534C51ACF,F,139
3D61534C51AD0,F,82.5
3D61534C51AD1,F,141
3D61534C51AD2,F,131
3D61534C51AD3,F,104.5
3D61534C51AD4,F,104.5
3D61534C51AD5,F,94
3D61534C51AD6,F,92.5
3D61534C51AD7,F,148.5
3D61534C51AD8,F,91.5
3D61534C51AD9,F,84.5
3D61534C51ADA,F,118
3D61534C51ADB,F,190
3D61534C51ADC,F,79
3D61534C51ADD,F,132
3D61534C51ADE,F,122
3D61534C51ADF,F,57
3D61534C51AE0,F,130
3D61534C51AE1,F,86
3D61534C51AE3,F,84
3D61534C51AE4,F,88
3D61534C51AE5,F,50.5
3D61534C51AE6,F,78.5
3D61534C51AE7,F,84
3D61D599B3E2A,F,91
3DD003BC9A9A6,F,149
3DD003BF85874,F,105
3DD003BF85885,F,136
3DD003BF8588C,F,97
3DD003BF85890,F,177
3DD003BF858BA,F,131
3DD003BF8597B,F,147
